carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,2257
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1970
1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,8149
0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3646
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,822
0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2704
0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,3140
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,5013
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,382
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,4432
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,15426
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,8324
0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1239
0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,2133
0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,422
1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,6063
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,2472
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7798
1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,11246
0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,695
0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,1151
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8467
2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,14698
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,907
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3972
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2342
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1208
0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,21
0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,1046
1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,8197
1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,8253
0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,657
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5359
0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3673
0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2003
1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,11218
0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2544
1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,8921
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1496
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,-418
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3264
0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,308
1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,7117
0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,2073
0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3511
1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5233
0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,-243
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,4510
0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,3907
1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,4336
0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2187
0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,689
1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,5363
0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,-132
0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,928
1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,7309
0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,67
1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,3446
0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2032
1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6197
0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,5314
1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,8471
0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3027
0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,1364
0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,4307
0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,2122
1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,6968
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,305
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,8376
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,3034
0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,785
0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3943
1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5857
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3192
0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,981
0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2285
0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1628
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,1043
0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,2288
0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,-53
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6300
2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,13882
0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,628
0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,2504
1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10781
0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1394
1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,7223
0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3345
1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,6089
0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,695
1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,6968
1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,7692
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,2191
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,36
1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,7334
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1736
1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,5721
0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,4042
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,6505
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,1110
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,4117
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2178
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4542
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5360
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,4313
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,851
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,-116
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1420
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,958
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,-190
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,2366
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1334
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2446
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,864
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,692
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3550
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1596
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,9
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,3941
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,1843
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,1420
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3999
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,5792
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4905
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,18307
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6182
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,2177
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,1362
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,1888
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,2273
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,8
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8573
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4310
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,2060
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,1006
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2760
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1546
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2631
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,23643
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2679
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,1967
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1394
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1415
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,11158
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,376
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9755
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,693
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,-851
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2559
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4886
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,1595
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8439
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2317
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,1045
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6081
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,7543
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,1719
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,5841
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,1909
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9366
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,-748
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3407
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1319
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,6253
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,11545
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,2180
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,248
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1291
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,4414
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4732
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,10387
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1384
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,5886
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,3752
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,2651
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,-733
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3303
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,4364
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1476
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,13939
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3556
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6834
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,1338
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1664
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,-361
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,548
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,1751
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9504
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2385
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2040
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,430
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,5566
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,580
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,6685
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,878
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,4438
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1714
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,-544
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,2197
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3762
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5121
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,4223
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2459
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,467
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,652
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5452
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,-556
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4562
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,6750
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1585
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1482
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,-1302
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,942
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,4226
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,3292
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,4898
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,536
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,517
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,-481
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,533
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,5262
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,3366
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,3174
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4445
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,3575
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,618
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1071
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,5485
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,4632
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,334
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,724
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,2464
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,5190
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,9860
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,5044
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,-991
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1153
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,5977
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,587
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,10424
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2230
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,2373
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,17216
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,-160
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,421
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,-298
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,6231
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,7031
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,8574
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,3522
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,7833
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3569
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,5128
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,664
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,-81
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,5576
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,126
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,939
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,3349
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,-32
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2459
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,-729
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1475
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,3366
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,3093
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2438
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,-422
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,3082
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,5383
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4435
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,-1726
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,7931
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,3008
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,2546
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,-486
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,3647
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,5518
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,-437
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,15767
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,7875
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3293
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,-562
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,7835
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,1007
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,4404
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3244
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,6106
0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2403
0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,693
0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2389
0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,2250
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,10062
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,8889
2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,14118
1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,7315
0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,4227
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,1396
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,770
1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,7653
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1745
1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,5783
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2510
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,-66
0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1555
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,206
0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1412
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,-1042
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,993
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1307
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,2302
0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,484
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,5723
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,2791
0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,4254
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,8020
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,663
0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,1205
0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,1338
1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,11656
0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,1288
0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,3883
0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,-120
0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,463
0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3264
0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,915
0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,4908
1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,6337
1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,10196
1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,5793
0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,2500
0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,2038
0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,3111
0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,1487
0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,-84
0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1849
1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,11559
0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,1331
1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,5375
2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,14719
0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,580
0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,3654
0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,4282
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,6716
0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,894
0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,4046
0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,1371
0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,-957
0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,1851
0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,997
0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,644
1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,13019
0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,3604
1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,6135
0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,356
1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,11328
1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,6192
1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,5034
0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,3182
0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,275
1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,6305
2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,14331
0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,637
1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,4686
1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10611
1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,7100
1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,7487
1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,10889
0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,227
1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,8432
1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,5367
0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,283
0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2649
